"xseconds,"rate"
"5:","670"
"10:","517"
"15:","514"
"20:","517"
"25:","513"
"30:","518"
"35:","518"
"40:","519"
"45:","517"
"50:","510"
"55:","530"
"60:","529"
"65:","511"
"70:","515"
"75:","511"
"80:","494"
"85:","505"
"90:","515"
"95:","522"
"100:","524"
"105:","498"
"110:","518"
"115:","519"
"120:","523"
"125:","518"
"130:","514"
"135:","507"
"140:","515"
"145:","524"
"150:","511"
"155:","516"
"160:","509"
"165:","517"
"170:","522"
"175:","514"
"180:","514"
"185:","521"
"190:","515"
"195:","518"
"200:","525"
"205:","521"
"210:","511"
"215:","519"
"220:","518"
"225:","508"
"230:","520"
"235:","541"
"240:","712"
