"xseconds,"rate"
"5:","248"
"10:","249"
"15:","248"
"20:","248"
"25:","249"
"30:","248"
"35:","252"
"40:","248"
"45:","247"
"50:","257"
"55:","253"
"60:","247"
"65:","246"
"70:","253"
"75:","246"
"80:","245"
"85:","248"
"90:","218"
"95:","250"
"100:","250"
"105:","247"
"110:","233"
"115:","251"
"120:","257"
"125:","247"
"130:","258"
"135:","255"
"140:","247"
"145:","247"
"150:","252"
"155:","243"
"160:","244"
"165:","250"
"170:","252"
"175:","246"
"180:","249"
"185:","242"
"190:","247"
"195:","245"
"200:","249"
"205:","251"
"210:","245"
"215:","249"
"220:","301"
"225:","365"
"230:","493"
"235:","667"
"240:","767"
