"xseconds,"rate"
"5:","758"
"10:","758"
"15:","760"
"20:","768"
"25:","741"
"30:","749"
"35:","734"
"40:","759"
"45:","760"
"50:","742"
"55:","763"
"60:","762"
"65:","721"
"70:","752"
"75:","778"
"80:","756"
"85:","754"
"90:","782"
"95:","762"
"100:","756"
"105:","743"
"110:","774"
"115:","768"
"120:","759"
"125:","758"
"130:","756"
"135:","763"
"140:","750"
"145:","767"
"150:","769"
"155:","738"
"160:","756"
"165:","762"
"170:","743"
"175:","758"
"180:","757"
"185:","737"
"190:","745"
"195:","757"
"200:","768"
"205:","756"
"210:","756"
"215:","749"
"220:","787"
"225:","748"
"230:","755"
"235:","757"
"240:","793"
