"xseconds,"rate"
"5:","771"
"10:","699"
"15:","524"
"20:","383"
"25:","384"
"30:","303"
"35:","364"
"40:","373"
"45:","380"
"50:","380"
"55:","379"
"60:","378"
"65:","378"
"70:","379"
"75:","375"
"80:","376"
"85:","379"
"90:","377"
"95:","380"
"100:","380"
"105:","370"
"110:","381"
"115:","368"
"120:","352"
"125:","381"
"130:","375"
"135:","381"
"140:","380"
"145:","355"
"150:","377"
"155:","375"
"160:","374"
"165:","376"
"170:","380"
"175:","385"
"180:","380"
"185:","379"
"190:","374"
"195:","377"
"200:","374"
"205:","379"
"210:","380"
"215:","380"
"220:","380"
"225:","379"
"230:","376"
"235:","380"
"240:","386"
