"xseconds,"rate"
"5:","239"
"10:","263"
"15:","208"
"20:","170"
"25:","168"
"30:","169"
"35:","167"
"40:","174"
"45:","172"
"50:","169"
"55:","169"
"60:","174"
"65:","172"
"70:","171"
"75:","169"
"80:","173"
"85:","170"
"90:","167"
"95:","173"
"100:","174"
"105:","167"
"110:","166"
"115:","161"
"120:","167"
"125:","168"
"130:","172"
"135:","171"
"140:","164"
"145:","164"
"150:","173"
"155:","164"
"160:","170"
"165:","166"
"170:","170"
"175:","173"
"180:","170"
"185:","173"
"190:","172"
"195:","164"
"200:","171"
"205:","168"
"210:","161"
"215:","175"
"220:","172"
"225:","174"
"230:","172"
"235:","171"
"240:","169"
