"xseconds,"rate"
"5:","98"
"10:","172"
"15:","253"
"20:","242"
"25:","247"
"30:","238"
"35:","250"
"40:","237"
"45:","243"
"50:","254"
"55:","226"
"60:","254"
"65:","233"
"70:","255"
"75:","253"
"80:","240"
"85:","245"
"90:","238"
"95:","246"
"100:","236"
"105:","232"
"110:","227"
"115:","253"
"120:","235"
"125:","246"
"130:","249"
"135:","233"
"140:","239"
"145:","250"
"150:","251"
"155:","243"
"160:","237"
"165:","249"
"170:","246"
"175:","246"
"180:","244"
"185:","255"
"190:","237"
"195:","241"
"200:","238"
"205:","226"
"210:","242"
"215:","255"
"220:","243"
"225:","252"
"230:","235"
"235:","238"
"240:","307"
