"xseconds,"rate"
"5:","92"
"10:","83"
"15:","83"
"20:","84"
"25:","84"
"30:","82"
"35:","83"
"40:","86"
"45:","84"
"50:","84"
"55:","83"
"60:","193"
"65:","243"
"70:","242"
"75:","255"
"80:","245"
"85:","244"
"90:","259"
"95:","236"
"100:","254"
"105:","252"
"110:","238"
"115:","246"
"120:","251"
"125:","243"
"130:","253"
"135:","253"
"140:","257"
"145:","256"
"150:","251"
"155:","245"
"160:","255"
"165:","255"
"170:","241"
"175:","243"
"180:","248"
"185:","242"
"190:","242"
"195:","249"
"200:","245"
"205:","242"
"210:","254"
"215:","242"
"220:","254"
"225:","243"
"230:","244"
"235:","262"
"240:","313"
