"xseconds,"rate"
"5:","52"
"10:","187"
"15:","252"
"20:","242"
"25:","247"
"30:","238"
"35:","249"
"40:","236"
"45:","245"
"50:","256"
"55:","226"
"60:","254"
"65:","234"
"70:","254"
"75:","254"
"80:","240"
"85:","245"
"90:","241"
"95:","244"
"100:","237"
"105:","232"
"110:","228"
"115:","253"
"120:","236"
"125:","248"
"130:","250"
"135:","230"
"140:","244"
"145:","249"
"150:","253"
"155:","241"
"160:","239"
"165:","250"
"170:","247"
"175:","248"
"180:","243"
"185:","255"
"190:","238"
"195:","242"
"200:","234"
"205:","227"
"210:","246"
"215:","253"
"220:","244"
"225:","255"
"230:","234"
"235:","241"
"240:","310"
