"xseconds,"rate"
"5:","1407"
"10:","1434"
"15:","1350"
"20:","1277"
"25:","1394"
"30:","1311"
"35:","1195"
"40:","1373"
"45:","1345"
"50:","1341"
"55:","1250"
"60:","1372"
"65:","1336"
"70:","1373"
"75:","1298"
"80:","1396"
"85:","1375"
"90:","1282"
"95:","1374"
"100:","1391"
"105:","1354"
"110:","1392"
"115:","1345"
"120:","1309"
"125:","1322"
"130:","1276"
"135:","1331"
"140:","1343"
"145:","1387"
"150:","1416"
"155:","1396"
"160:","1262"
"165:","1370"
"170:","1330"
"175:","1264"
"180:","1357"
"185:","1270"
"190:","1380"
"195:","1278"
"200:","1402"
"205:","1398"
"210:","1027"
"215:","1372"
"220:","1393"
"225:","1337"
"230:","1384"
"235:","1443"
"240:","1530"
