"xseconds,"rate"
"5:","739"
"10:","620"
"15:","342"
"20:","265"
"25:","273"
"30:","273"
"35:","263"
"40:","252"
"45:","268"
"50:","261"
"55:","253"
"60:","262"
"65:","265"
"70:","262"
"75:","259"
"80:","263"
"85:","250"
"90:","273"
"95:","255"
"100:","255"
"105:","255"
"110:","272"
"115:","255"
"120:","261"
"125:","265"
"130:","264"
"135:","271"
"140:","257"
"145:","269"
"150:","262"
"155:","267"
"160:","250"
"165:","240"
"170:","261"
"175:","268"
"180:","252"
"185:","264"
"190:","256"
"195:","252"
"200:","258"
"205:","256"
"210:","266"
"215:","251"
"220:","258"
"225:","274"
"230:","247"
"235:","263"
"240:","259"
