"xseconds,"rate"
"5:","568"
"10:","493"
"15:","447"
"20:","434"
"25:","432"
"30:","448"
"35:","404"
"40:","422"
"45:","428"
"50:","433"
"55:","429"
"60:","418"
"65:","422"
"70:","414"
"75:","437"
"80:","447"
"85:","435"
"90:","428"
"95:","420"
"100:","408"
"105:","426"
"110:","434"
"115:","401"
"120:","444"
"125:","432"
"130:","432"
"135:","433"
"140:","419"
"145:","398"
"150:","429"
"155:","446"
"160:","420"
"165:","438"
"170:","435"
"175:","435"
"180:","417"
"185:","444"
"190:","421"
"195:","450"
"200:","447"
"205:","449"
"210:","434"
"215:","424"
"220:","424"
"225:","440"
"230:","432"
"235:","454"
"240:","559"
