"xseconds,"rate"
"5:","1005"
"10:","593"
"15:","486"
"20:","290"
"25:","217"
"30:","214"
"35:","222"
"40:","209"
"45:","207"
"50:","212"
"55:","216"
"60:","219"
"65:","214"
"70:","212"
"75:","203"
"80:","220"
"85:","220"
"90:","222"
"95:","216"
"100:","210"
"105:","207"
"110:","216"
"115:","218"
"120:","206"
"125:","216"
"130:","218"
"135:","215"
"140:","214"
"145:","215"
"150:","203"
"155:","213"
"160:","220"
"165:","213"
"170:","217"
"175:","216"
"180:","217"
"185:","211"
"190:","220"
"195:","215"
"200:","222"
"205:","223"
"210:","222"
"215:","220"
"220:","209"
"225:","214"
"230:","221"
"235:","213"
"240:","222"
