"xseconds,"rate"
"5:","112"
"10:","100"
"15:","112"
"20:","111"
"25:","107"
"30:","109"
"35:","115"
"40:","111"
"45:","112"
"50:","114"
"55:","115"
"60:","115"
"65:","111"
"70:","114"
"75:","113"
"80:","115"
"85:","115"
"90:","115"
"95:","110"
"100:","107"
"105:","115"
"110:","115"
"115:","113"
"120:","115"
"125:","103"
"130:","112"
"135:","112"
"140:","114"
"145:","102"
"150:","101"
"155:","115"
"160:","115"
"165:","101"
"170:","114"
"175:","115"
"180:","115"
"185:","116"
"190:","111"
"195:","114"
"200:","110"
"205:","116"
"210:","116"
"215:","116"
"220:","116"
"225:","115"
"230:","115"
"235:","111"
"240:","188"
