"xseconds,"rate"
"5:","98"
"10:","112"
"15:","111"
"20:","106"
"25:","112"
"30:","110"
"35:","107"
"40:","109"
"45:","111"
"50:","101"
"55:","96"
"60:","112"
"65:","97"
"70:","98"
"75:","112"
"80:","107"
"85:","109"
"90:","107"
"95:","99"
"100:","100"
"105:","99"
"110:","107"
"115:","110"
"120:","98"
"125:","107"
"130:","104"
"135:","111"
"140:","113"
"145:","109"
"150:","112"
"155:","111"
"160:","112"
"165:","105"
"170:","106"
"175:","111"
"180:","108"
"185:","109"
"190:","112"
"195:","112"
"200:","100"
"205:","112"
"210:","110"
"215:","112"
"220:","109"
"225:","112"
"230:","111"
"235:","106"
"240:","111"
"245:","111"
"250:","105"
"255:","101"
"260:","106"
"265:","111"
"270:","111"
"275:","112"
"280:","103"
"285:","105"
"290:","111"
"295:","103"
"300:","105"
"305:","107"
"310:","107"
"315:","111"
"320:","102"
"325:","104"
"330:","112"
"335:","107"
"340:","111"
"345:","107"
"350:","112"
"355:","107"
"360:","112"
"365:","107"
"370:","112"
"375:","112"
"380:","112"
"385:","106"
"390:","109"
"395:","102"
"400:","107"
"405:","111"
"410:","106"
"415:","110"
"420:","111"
"425:","100"
"430:","107"
"435:","107"
"440:","113"
"445:","109"
"450:","112"
"455:","113"
"460:","111"
"465:","105"
"470:","112"
"475:","138"
"480:","380"
