"xseconds,"rate"
"5:","135"
"10:","150"
"15:","131"
"20:","144"
"25:","135"
"30:","137"
"35:","141"
"40:","153"
"45:","148"
"50:","153"
"55:","139"
"60:","111"
"65:","113"
"70:","231"
"75:","250"
"80:","248"
"85:","254"
"90:","252"
"95:","259"
"100:","249"
"105:","234"
"110:","247"
"115:","237"
"120:","237"
"125:","251"
"130:","251"
"135:","247"
"140:","250"
"145:","243"
"150:","236"
"155:","258"
"160:","255"
"165:","261"
"170:","248"
"175:","252"
"180:","253"
"185:","246"
"190:","260"
"195:","256"
"200:","249"
"205:","243"
"210:","265"
"215:","253"
"220:","257"
"225:","245"
"230:","258"
"235:","252"
"240:","252"
"245:","256"
"250:","251"
"255:","256"
"260:","254"
"265:","252"
"270:","258"
"275:","263"
"280:","254"
"285:","247"
"290:","254"
"295:","249"
"300:","260"
"305:","235"
"310:","255"
"315:","259"
"320:","241"
"325:","255"
"330:","248"
"335:","257"
"340:","250"
"345:","246"
"350:","248"
"355:","258"
"360:","245"
"365:","257"
"370:","254"
"375:","257"
"380:","251"
"385:","249"
"390:","270"
"395:","248"
"400:","262"
"405:","257"
"410:","254"
"415:","261"
"420:","262"
"425:","254"
"430:","258"
"435:","257"
"440:","250"
"445:","244"
"450:","237"
"455:","264"
"460:","254"
"465:","289"
"470:","313"
"475:","313"
"480:","320"
