"xseconds,"rate"
"5:","135"
"10:","150"
"15:","131"
"20:","144"
"25:","135"
"30:","138"
"35:","142"
"40:","153"
"45:","148"
"50:","153"
"55:","139"
"60:","111"
"65:","113"
"70:","232"
"75:","250"
"80:","247"
"85:","254"
"90:","252"
"95:","259"
"100:","248"
"105:","234"
"110:","246"
"115:","237"
"120:","236"
"125:","252"
"130:","251"
"135:","247"
"140:","249"
"145:","242"
"150:","236"
"155:","258"
"160:","255"
"165:","259"
"170:","248"
"175:","252"
"180:","252"
"185:","245"
"190:","260"
"195:","256"
"200:","250"
"205:","243"
"210:","265"
"215:","253"
"220:","257"
"225:","244"
"230:","259"
"235:","251"
"240:","252"
"245:","257"
"250:","251"
"255:","255"
"260:","254"
"265:","252"
"270:","258"
"275:","263"
"280:","254"
"285:","246"
"290:","254"
"295:","250"
"300:","259"
"305:","235"
"310:","255"
"315:","259"
"320:","240"
"325:","255"
"330:","248"
"335:","257"
"340:","248"
"345:","247"
"350:","248"
"355:","258"
"360:","244"
"365:","257"
"370:","253"
"375:","256"
"380:","251"
"385:","249"
"390:","269"
"395:","248"
"400:","261"
"405:","258"
"410:","253"
"415:","262"
"420:","262"
"425:","255"
"430:","258"
"435:","257"
"440:","251"
"445:","244"
"450:","237"
"455:","265"
"460:","253"
"465:","289"
"470:","313"
"475:","313"
"480:","321"
