"xseconds,"rate"
"5:","111"
"10:","112"
"15:","111"
"20:","106"
"25:","112"
"30:","111"
"35:","107"
"40:","111"
"45:","109"
"50:","106"
"55:","95"
"60:","107"
"65:","101"
"70:","96"
"75:","109"
"80:","110"
"85:","106"
"90:","107"
"95:","104"
"100:","100"
"105:","99"
"110:","102"
"115:","113"
"120:","97"
"125:","106"
"130:","104"
"135:","111"
"140:","113"
"145:","109"
"150:","111"
"155:","112"
"160:","111"
"165:","105"
"170:","106"
"175:","112"
"180:","108"
"185:","109"
"190:","112"
"195:","112"
"200:","103"
"205:","108"
"210:","110"
"215:","112"
"220:","110"
"225:","110"
"230:","111"
"235:","108"
"240:","111"
"245:","109"
"250:","105"
"255:","102"
"260:","110"
"265:","107"
"270:","111"
"275:","112"
"280:","103"
"285:","105"
"290:","111"
"295:","108"
"300:","105"
"305:","103"
"310:","107"
"315:","111"
"320:","107"
"325:","102"
"330:","110"
"335:","107"
"340:","112"
"345:","106"
"350:","112"
"355:","107"
"360:","112"
"365:","107"
"370:","112"
"375:","112"
"380:","112"
"385:","110"
"390:","105"
"395:","102"
"400:","112"
"405:","106"
"410:","106"
"415:","111"
"420:","111"
"425:","105"
"430:","101"
"435:","108"
"440:","113"
"445:","109"
"450:","113"
"455:","112"
"460:","112"
"465:","110"
"470:","107"
"475:","126"
"480:","186"
