"xseconds,"rate"
"5:","158"
"10:","150"
"15:","134"
"20:","145"
"25:","135"
"30:","134"
"35:","142"
"40:","153"
"45:","148"
"50:","153"
"55:","142"
"60:","111"
"65:","113"
"70:","221"
"75:","249"
"80:","250"
"85:","252"
"90:","252"
"95:","260"
"100:","248"
"105:","235"
"110:","246"
"115:","239"
"120:","236"
"125:","252"
"130:","249"
"135:","250"
"140:","249"
"145:","240"
"150:","245"
"155:","247"
"160:","256"
"165:","264"
"170:","250"
"175:","246"
"180:","253"
"185:","244"
"190:","263"
"195:","251"
"200:","255"
"205:","240"
"210:","263"
"215:","254"
"220:","254"
"225:","248"
"230:","255"
"235:","253"
"240:","252"
"245:","259"
"250:","250"
"255:","257"
"260:","254"
"265:","249"
"270:","258"
"275:","265"
"280:","253"
"285:","247"
"290:","254"
"295:","246"
"300:","264"
"305:","234"
"310:","252"
"315:","259"
"320:","246"
"325:","252"
"330:","246"
"335:","259"
"340:","250"
"345:","247"
"350:","245"
"355:","260"
"360:","243"
"365:","256"
"370:","256"
"375:","257"
"380:","253"
"385:","247"
"390:","269"
"395:","246"
"400:","265"
"405:","255"
"410:","256"
"415:","259"
"420:","263"
"425:","255"
"430:","258"
"435:","258"
"440:","249"
"445:","244"
"450:","238"
"455:","263"
"460:","253"
"465:","287"
"470:","312"
"475:","313"
"480:","310"
