"xseconds,"rate"
"5:","153"
"10:","150"
"15:","151"
"20:","154"
"25:","153"
"30:","153"
"35:","149"
"40:","154"
"45:","122"
"50:","107"
"55:","108"
"60:","109"
"65:","106"
"70:","109"
"75:","207"
"80:","244"
"85:","251"
"90:","256"
"95:","253"
"100:","253"
"105:","254"
"110:","242"
"115:","258"
"120:","232"
"125:","250"
"130:","256"
"135:","236"
"140:","258"
"145:","249"
"150:","253"
"155:","243"
"160:","255"
"165:","255"
"170:","254"
"175:","255"
"180:","250"
"185:","247"
"190:","256"
"195:","220"
"200:","256"
"205:","256"
"210:","258"
"215:","257"
"220:","255"
"225:","256"
"230:","250"
"235:","275"
"240:","322"
