"xseconds,"rate"
"5:","300"
"10:","268"
"15:","220"
"20:","186"
"25:","186"
"30:","181"
"35:","185"
"40:","186"
"45:","186"
"50:","185"
"55:","175"
"60:","178"
"65:","174"
"70:","155"
"75:","156"
"80:","156"
"85:","155"
"90:","155"
"95:","152"
"100:","156"
"105:","163"
"110:","174"
"115:","166"
"120:","161"
"125:","163"
"130:","162"
"135:","160"
"140:","163"
"145:","163"
"150:","162"
"155:","163"
"160:","163"
"165:","157"
"170:","154"
"175:","155"
"180:","162"
"185:","164"
"190:","162"
"195:","163"
"200:","164"
"205:","163"
"210:","163"
"215:","161"
"220:","163"
"225:","164"
"230:","158"
"235:","189"
"240:","236"
