"xseconds,"rate"
"5:","171"
"10:","167"
"15:","173"
"20:","174"
"25:","174"
"30:","174"
"35:","175"
"40:","160"
"45:","171"
"50:","172"
"55:","176"
"60:","177"
"65:","176"
"70:","176"
"75:","175"
"80:","174"
"85:","176"
"90:","170"
"95:","166"
"100:","166"
"105:","167"
"110:","167"
"115:","167"
"120:","166"
"125:","159"
"130:","166"
"135:","166"
"140:","167"
"145:","166"
"150:","166"
"155:","166"
"160:","162"
"165:","166"
"170:","167"
"175:","168"
"180:","167"
"185:","167"
"190:","167"
"195:","163"
"200:","166"
"205:","166"
"210:","162"
"215:","168"
"220:","195"
"225:","244"
"230:","310"
"235:","403"
"240:","486"
