"xseconds,"rate"
"5:","389"
"10:","330"
"15:","288"
"20:","249"
"25:","208"
"30:","173"
"35:","167"
"40:","174"
"45:","174"
"50:","173"
"55:","174"
"60:","174"
"65:","162"
"70:","170"
"75:","170"
"80:","127"
"85:","129"
"90:","128"
"95:","128"
"100:","129"
"105:","126"
"110:","129"
"115:","127"
"120:","163"
"125:","162"
"130:","164"
"135:","163"
"140:","162"
"145:","163"
"150:","154"
"155:","163"
"160:","163"
"165:","162"
"170:","163"
"175:","163"
"180:","163"
"185:","160"
"190:","164"
"195:","163"
"200:","164"
"205:","163"
"210:","163"
"215:","164"
"220:","160"
"225:","163"
"230:","163"
"235:","159"
"240:","163"
