"xseconds,"rate"
"5:","284"
"10:","125"
"15:","102"
"20:","106"
"25:","103"
"30:","100"
"35:","106"
"40:","102"
"45:","106"
"50:","104"
"55:","100"
"60:","105"
"65:","98"
"70:","99"
"75:","95"
"80:","97"
"85:","97"
"90:","108"
"95:","106"
"100:","109"
"105:","108"
"110:","106"
"115:","108"
"120:","108"
"125:","97"
"130:","101"
"135:","101"
"140:","108"
"145:","108"
"150:","108"
"155:","108"
"160:","109"
"165:","108"
"170:","105"
"175:","109"
"180:","108"
"185:","102"
"190:","109"
"195:","108"
"200:","108"
"205:","108"
"210:","108"
"215:","108"
"220:","110"
"225:","109"
"230:","100"
"235:","108"
"240:","109"
