"xseconds,"rate"
"5:","130"
"10:","145"
"15:","141"
"20:","116"
"25:","137"
"30:","130"
"35:","126"
"40:","146"
"45:","146"
"50:","129"
"55:","134"
"60:","100"
"65:","102"
"70:","209"
"75:","203"
"80:","205"
"85:","193"
"90:","211"
"95:","186"
"100:","191"
"105:","196"
"110:","197"
"115:","198"
"120:","192"
"125:","207"
"130:","205"
"135:","208"
"140:","187"
"145:","210"
"150:","215"
"155:","218"
"160:","196"
"165:","197"
"170:","206"
"175:","201"
"180:","206"
"185:","200"
"190:","204"
"195:","203"
"200:","197"
"205:","199"
"210:","196"
"215:","199"
"220:","201"
"225:","261"
"230:","269"
"235:","270"
"240:","277"
