"xseconds,"rate"
"5:","409"
"10:","349"
"15:","309"
"20:","276"
"25:","234"
"30:","190"
"35:","186"
"40:","187"
"45:","187"
"50:","190"
"55:","183"
"60:","187"
"65:","186"
"70:","187"
"75:","186"
"80:","192"
"85:","199"
"90:","200"
"95:","199"
"100:","200"
"105:","199"
"110:","198"
"115:","186"
"120:","198"
"125:","200"
"130:","197"
"135:","200"
"140:","200"
"145:","200"
"150:","194"
"155:","200"
"160:","199"
"165:","200"
"170:","200"
"175:","196"
"180:","199"
"185:","200"
"190:","200"
"195:","199"
"200:","199"
"205:","199"
"210:","191"
"215:","201"
"220:","200"
"225:","200"
"230:","200"
"235:","189"
"240:","199"
