"xseconds,"rate"
"5:","440"
"10:","303"
"15:","270"
"20:","224"
"25:","185"
"30:","186"
"35:","187"
"40:","187"
"45:","190"
"50:","183"
"55:","187"
"60:","186"
"65:","187"
"70:","187"
"75:","197"
"80:","201"
"85:","203"
"90:","203"
"95:","203"
"100:","201"
"105:","199"
"110:","190"
"115:","201"
"120:","202"
"125:","200"
"130:","201"
"135:","202"
"140:","202"
"145:","199"
"150:","202"
"155:","202"
"160:","203"
"165:","202"
"170:","198"
"175:","201"
"180:","202"
"185:","203"
"190:","203"
"195:","202"
"200:","201"
"205:","195"
"210:","202"
"215:","202"
"220:","202"
"225:","202"
"230:","193"
"235:","210"
"240:","255"
