"xseconds,"rate"
"5:","258"
"10:","232"
"15:","193"
"20:","179"
"25:","176"
"30:","177"
"35:","168"
"40:","171"
"45:","165"
"50:","171"
"55:","176"
"60:","177"
"65:","177"
"70:","175"
"75:","176"
"80:","173"
"85:","177"
"90:","177"
"95:","176"
"100:","176"
"105:","168"
"110:","176"
"115:","176"
"120:","176"
"125:","177"
"130:","170"
"135:","176"
"140:","170"
"145:","172"
"150:","177"
"155:","160"
"160:","177"
"165:","177"
"170:","178"
"175:","177"
"180:","177"
"185:","177"
"190:","175"
"195:","177"
"200:","176"
"205:","171"
"210:","177"
"215:","177"
"220:","161"
"225:","177"
"230:","177"
"235:","211"
"240:","248"
