"xseconds,"rate"
"5:","333"
"10:","301"
"15:","269"
"20:","219"
"25:","184"
"30:","186"
"35:","187"
"40:","187"
"45:","190"
"50:","183"
"55:","187"
"60:","186"
"65:","187"
"70:","187"
"75:","198"
"80:","201"
"85:","201"
"90:","203"
"95:","202"
"100:","201"
"105:","199"
"110:","189"
"115:","200"
"120:","202"
"125:","199"
"130:","201"
"135:","202"
"140:","202"
"145:","198"
"150:","202"
"155:","202"
"160:","202"
"165:","203"
"170:","197"
"175:","201"
"180:","201"
"185:","202"
"190:","203"
"195:","200"
"200:","200"
"205:","193"
"210:","202"
"215:","201"
"220:","202"
"225:","202"
"230:","192"
"235:","214"
"240:","255"
