"xseconds,"rate"
"5:","436"
"10:","377"
"15:","331"
"20:","269"
"25:","242"
"30:","240"
"35:","235"
"40:","230"
"45:","231"
"50:","219"
"55:","234"
"60:","240"
"65:","240"
"70:","240"
"75:","237"
"80:","232"
"85:","240"
"90:","240"
"95:","240"
"100:","240"
"105:","239"
"110:","224"
"115:","240"
"120:","238"
"125:","239"
"130:","239"
"135:","231"
"140:","237"
"145:","230"
"150:","231"
"155:","238"
"160:","212"
"165:","240"
"170:","240"
"175:","240"
"180:","241"
"185:","240"
"190:","240"
"195:","236"
"200:","238"
"205:","238"
"210:","232"
"215:","239"
"220:","239"
"225:","215"
"230:","239"
"235:","245"
"240:","302"
