"xseconds,"rate"
"5:","525"
"10:","444"
"15:","381"
"20:","339"
"25:","267"
"30:","244"
"35:","240"
"40:","240"
"45:","228"
"50:","232"
"55:","221"
"60:","231"
"65:","241"
"70:","241"
"75:","240"
"80:","237"
"85:","235"
"90:","237"
"95:","240"
"100:","241"
"105:","240"
"110:","239"
"115:","224"
"120:","241"
"125:","238"
"130:","240"
"135:","240"
"140:","230"
"145:","238"
"150:","231"
"155:","230"
"160:","239"
"165:","213"
"170:","240"
"175:","241"
"180:","240"
"185:","241"
"190:","241"
"195:","241"
"200:","236"
"205:","239"
"210:","239"
"215:","232"
"220:","240"
"225:","240"
"230:","215"
"235:","239"
"240:","247"
