"xseconds,"rate"
"5:","258"
"10:","208"
"15:","156"
"20:","178"
"25:","178"
"30:","178"
"35:","179"
"40:","178"
"45:","176"
"50:","178"
"55:","178"
"60:","196"
"65:","193"
"70:","175"
"75:","182"
"80:","190"
"85:","196"
"90:","199"
"95:","206"
"100:","205"
"105:","202"
"110:","202"
"115:","207"
"120:","206"
"125:","208"
"130:","202"
"135:","201"
"140:","206"
"145:","207"
"150:","210"
"155:","206"
"160:","206"
"165:","203"
"170:","205"
"175:","205"
"180:","206"
"185:","207"
"190:","207"
"195:","205"
"200:","207"
"205:","203"
"210:","206"
"215:","207"
"220:","204"
"225:","204"
"230:","224"
"235:","270"
"240:","350"
