"xseconds,"rate"
"5:","229"
"10:","190"
"15:","192"
"20:","189"
"25:","192"
"30:","192"
"35:","192"
"40:","193"
"45:","193"
"50:","192"
"55:","205"
"60:","214"
"65:","213"
"70:","212"
"75:","217"
"80:","211"
"85:","212"
"90:","221"
"95:","212"
"100:","218"
"105:","213"
"110:","214"
"115:","211"
"120:","210"
"125:","214"
"130:","198"
"135:","213"
"140:","215"
"145:","212"
"150:","205"
"155:","203"
"160:","207"
"165:","215"
"170:","213"
"175:","212"
"180:","213"
"185:","211"
"190:","212"
"195:","212"
"200:","216"
"205:","210"
"210:","206"
"215:","211"
"220:","224"
"225:","266"
"230:","327"
"235:","386"
"240:","442"
