"xseconds,"rate"
"5:","495"
"10:","318"
"15:","290"
"20:","267"
"25:","225"
"30:","187"
"35:","184"
"40:","181"
"45:","183"
"50:","185"
"55:","178"
"60:","178"
"65:","184"
"70:","184"
"75:","163"
"80:","147"
"85:","146"
"90:","146"
"95:","147"
"100:","146"
"105:","144"
"110:","147"
"115:","147"
"120:","139"
"125:","140"
"130:","119"
"135:","139"
"140:","138"
"145:","145"
"150:","147"
"155:","147"
"160:","140"
"165:","126"
"170:","139"
"175:","133"
"180:","140"
"185:","146"
"190:","142"
"195:","137"
"200:","134"
"205:","131"
"210:","135"
"215:","138"
"220:","133"
"225:","142"
"230:","146"
"235:","139"
"240:","136"
