"xseconds,"rate"
"5:","331"
"10:","185"
"15:","184"
"20:","183"
"25:","183"
"30:","186"
"35:","177"
"40:","180"
"45:","185"
"50:","185"
"55:","202"
"60:","210"
"65:","211"
"70:","211"
"75:","207"
"80:","210"
"85:","207"
"90:","207"
"95:","210"
"100:","201"
"105:","209"
"110:","184"
"115:","204"
"120:","203"
"125:","211"
"130:","210"
"135:","209"
"140:","198"
"145:","183"
"150:","212"
"155:","189"
"160:","208"
"165:","208"
"170:","206"
"175:","197"
"180:","197"
"185:","195"
"190:","190"
"195:","205"
"200:","186"
"205:","213"
"210:","210"
"215:","197"
"220:","201"
"225:","243"
"230:","315"
"235:","389"
"240:","452"
