"xseconds,"rate"
"5:","251"
"10:","178"
"15:","214"
"20:","215"
"25:","214"
"30:","215"
"35:","214"
"40:","213"
"45:","215"
"50:","215"
"55:","209"
"60:","195"
"65:","188"
"70:","194"
"75:","198"
"80:","205"
"85:","203"
"90:","208"
"95:","207"
"100:","204"
"105:","204"
"110:","207"
"115:","208"
"120:","206"
"125:","201"
"130:","200"
"135:","207"
"140:","206"
"145:","191"
"150:","208"
"155:","209"
"160:","203"
"165:","209"
"170:","208"
"175:","208"
"180:","208"
"185:","206"
"190:","209"
"195:","206"
"200:","204"
"205:","207"
"210:","211"
"215:","203"
"220:","205"
"225:","227"
"230:","269"
"235:","352"
"240:","454"
