"xseconds,"rate"
"5:","303"
"10:","256"
"15:","226"
"20:","188"
"25:","190"
"30:","188"
"35:","190"
"40:","191"
"45:","190"
"50:","191"
"55:","191"
"60:","191"
"65:","157"
"70:","143"
"75:","142"
"80:","143"
"85:","143"
"90:","143"
"95:","143"
"100:","142"
"105:","143"
"110:","143"
"115:","143"
"120:","144"
"125:","142"
"130:","141"
"135:","143"
"140:","132"
"145:","143"
"150:","143"
"155:","143"
"160:","135"
"165:","135"
"170:","133"
"175:","141"
"180:","142"
"185:","141"
"190:","140"
"195:","139"
"200:","143"
"205:","143"
"210:","143"
"215:","142"
"220:","136"
"225:","138"
"230:","146"
"235:","170"
"240:","223"
