"xseconds,"rate"
"5:","570"
"10:","465"
"15:","345"
"20:","259"
"25:","231"
"30:","193"
"35:","190"
"40:","188"
"45:","190"
"50:","191"
"55:","190"
"60:","190"
"65:","191"
"70:","191"
"75:","201"
"80:","208"
"85:","209"
"90:","210"
"95:","209"
"100:","211"
"105:","211"
"110:","209"
"115:","209"
"120:","210"
"125:","211"
"130:","209"
"135:","209"
"140:","205"
"145:","209"
"150:","197"
"155:","209"
"160:","210"
"165:","211"
"170:","198"
"175:","201"
"180:","193"
"185:","205"
"190:","209"
"195:","208"
"200:","204"
"205:","208"
"210:","207"
"215:","210"
"220:","211"
"225:","208"
"230:","207"
"235:","198"
"240:","206"
