"xseconds,"rate"
"5:","331"
"10:","280"
"15:","256"
"20:","204"
"25:","156"
"30:","178"
"35:","178"
"40:","178"
"45:","178"
"50:","176"
"55:","178"
"60:","177"
"65:","178"
"70:","157"
"75:","137"
"80:","126"
"85:","130"
"90:","134"
"95:","141"
"100:","142"
"105:","147"
"110:","146"
"115:","144"
"120:","145"
"125:","148"
"130:","147"
"135:","145"
"140:","146"
"145:","144"
"150:","149"
"155:","148"
"160:","150"
"165:","147"
"170:","146"
"175:","146"
"180:","146"
"185:","148"
"190:","147"
"195:","149"
"200:","148"
"205:","147"
"210:","147"
"215:","146"
"220:","147"
"225:","147"
"230:","145"
"235:","147"
"240:","163"
